Output source file name: T725
||||Date|(%)
Company Code|Company Name|Equity Owner Type|Equity Owner Name|Holding Date|Percent Shares
164948|Oriental Hotels Ltd.|Promoters|Dodla Amit Reddy|31-03-2020|1.780000
164948|Oriental Hotels Ltd.|Promoters|Dodla Aruna Reddy|31-12-2019|0.760000
164948|Oriental Hotels Ltd.|Promoters|Dodla Aruna Reddy|31-03-2020|0.760000
164948|Oriental Hotels Ltd.|Promoters|Dodla Padmapriyareddy|30-06-2019|0.010000
164948|Oriental Hotels Ltd.|Promoters|Dodla Padmapriyareddy|30-09-2019|0.010000
164948|Oriental Hotels Ltd.|Promoters|Dodla Padmapriyareddy|31-12-2019|0.010000
164948|Oriental Hotels Ltd.|Promoters|Dodla Padmapriyareddy|31-03-2020|0.010000
164948|Oriental Hotels Ltd.|Promoters|Dodla Poornima Reddy|30-06-2019|0.530000
164948|Oriental Hotels Ltd.|Promoters|Dodla Poornima Reddy|30-09-2019|0.530000
164948|Oriental Hotels Ltd.|Promoters|Dodla Poornima Reddy|31-12-2019|0.530000
164948|Oriental Hotels Ltd.|Promoters|Dodla Poornima Reddy|31-03-2020|0.530000
164948|Oriental Hotels Ltd.|Promoters|Dodla Prakash Reddy|30-06-2019|0.780000
164948|Oriental Hotels Ltd.|Promoters|Dodla Prakash Reddy|30-09-2019|0.780000
164948|Oriental Hotels Ltd.|Promoters|Dodla Prakash Reddy|31-12-2019|0.780000
164948|Oriental Hotels Ltd.|Promoters|Dodla Prakash Reddy|31-03-2020|0.780000
164948|Oriental Hotels Ltd.|Promoters|Dodla Premaleela Reddy|30-06-2019|1.200000
164948|Oriental Hotels Ltd.|Promoters|Dodla Premaleela Reddy|30-09-2019|1.200000
164948|Oriental Hotels Ltd.|Promoters|Dodla Premaleela Reddy|31-12-2019|1.200000
164948|Oriental Hotels Ltd.|Promoters|Dodla Premaleela Reddy|31-03-2020|1.200000
164948|Oriental Hotels Ltd.|Promoters|Dodla Shilpa|30-06-2019|0.150000
164948|Oriental Hotels Ltd.|Promoters|Dodla Shilpa|30-09-2019|0.150000
164948|Oriental Hotels Ltd.|Promoters|Dodla Shilpa|31-12-2019|0.150000
164948|Oriental Hotels Ltd.|Promoters|Dodla Shilpa|31-03-2020|0.150000
164948|Oriental Hotels Ltd.|Promoters|Dodla Sudha Reddy|30-06-2019|0.090000
164948|Oriental Hotels Ltd.|Promoters|Dodla Sudha Reddy|30-09-2019|0.090000
164948|Oriental Hotels Ltd.|Promoters|Dodla Sudha Reddy|31-12-2019|0.090000
164948|Oriental Hotels Ltd.|Promoters|Dodla Sudha Reddy|31-03-2020|0.090000
164948|Oriental Hotels Ltd.|Promoters|Dodla Venkataramani .|30-06-2019|0.390000
164948|Oriental Hotels Ltd.|Promoters|Dodla Venkataramani .|30-09-2019|0.390000
164948|Oriental Hotels Ltd.|Promoters|Dodla Venkataramani .|31-12-2019|0.390000
164948|Oriental Hotels Ltd.|Promoters|Dodla Venkataramani .|31-03-2020|0.390000
164948|Oriental Hotels Ltd.|Promoters|G V K Ranjan|30-06-2019|0.010000
164948|Oriental Hotels Ltd.|Promoters|G V K Ranjan|30-09-2019|0.010000
164948|Oriental Hotels Ltd.|Promoters|G V K Ranjan|31-12-2019|0.010000
164948|Oriental Hotels Ltd.|Promoters|G V K Ranjan|31-03-2020|0.010000
164948|Oriental Hotels Ltd.|Promoters|G V Reddy|30-06-2019|0.750000
164948|Oriental Hotels Ltd.|Promoters|G V Reddy|30-09-2019|0.750000
164948|Oriental Hotels Ltd.|Promoters|G V Reddy|31-12-2019|0.750000
164948|Oriental Hotels Ltd.|Promoters|G V Reddy|31-03-2020|0.750000
164948|Oriental Hotels Ltd.|Promoters|Girija Gollamudi Reddy|30-06-2019|1.590000
164948|Oriental Hotels Ltd.|Promoters|Girija Gollamudi Reddy|30-09-2019|1.590000
164948|Oriental Hotels Ltd.|Promoters|Girija Gollamudi Reddy|31-12-2019|1.590000
164948|Oriental Hotels Ltd.|Promoters|Girija Gollamudi Reddy|31-03-2020|1.590000
164948|Oriental Hotels Ltd.|Promoters|J Chaitanya Reddy|30-06-2019|0.010000
164948|Oriental Hotels Ltd.|Promoters|J Chaitanya Reddy|30-09-2019|0.010000
164948|Oriental Hotels Ltd.|Promoters|J Chaitanya Reddy|31-12-2019|0.010000
164948|Oriental Hotels Ltd.|Promoters|J Chaitanya Reddy|31-03-2020|0.010000
164948|Oriental Hotels Ltd.|Promoters|Jakka Surekha Reddy|30-06-2019|0.680000
164948|Oriental Hotels Ltd.|Promoters|Jakka Surekha Reddy|30-09-2019|0.680000
164948|Oriental Hotels Ltd.|Promoters|Jakka Surekha Reddy|31-12-2019|0.680000
164948|Oriental Hotels Ltd.|Promoters|Jakka Surekha Reddy|31-03-2020|0.680000
164948|Oriental Hotels Ltd.|Promoters|Kamakshi Reddy S|30-06-2019|0.050000
164948|Oriental Hotels Ltd.|Promoters|Kamakshi Reddy S|30-09-2019|0.050000
164948|Oriental Hotels Ltd.|Promoters|Kamakshi Reddy S|31-12-2019|0.050000
164948|Oriental Hotels Ltd.|Promoters|Kamakshi Reddy S|31-03-2020|0.050000
164948|Oriental Hotels Ltd.|Promoters|Kiran Reddy Jakka|30-06-2019|0.030000
164948|Oriental Hotels Ltd.|Promoters|Kiran Reddy Jakka|30-09-2019|0.030000
164948|Oriental Hotels Ltd.|Promoters|Kiran Reddy Jakka|31-12-2019|0.030000
164948|Oriental Hotels Ltd.|Promoters|Kiran Reddy Jakka|31-03-2020|0.030000
164948|Oriental Hotels Ltd.|Promoters|M Kala Reddy|30-06-2019|0.370000
164948|Oriental Hotels Ltd.|Promoters|M Kala Reddy|30-09-2019|0.370000
164948|Oriental Hotels Ltd.|Promoters|M Kala Reddy|31-12-2019|0.370000
164948|Oriental Hotels Ltd.|Promoters|M Kala Reddy|31-03-2020|0.370000
164948|Oriental Hotels Ltd.|Promoters|M Nitya Reddy|30-06-2019|0.280000
164948|Oriental Hotels Ltd.|Promoters|M Nitya Reddy|30-09-2019|0.280000
164948|Oriental Hotels Ltd.|Promoters|M Nitya Reddy|31-12-2019|0.280000
164948|Oriental Hotels Ltd.|Promoters|M Nitya Reddy|31-03-2020|0.280000
164948|Oriental Hotels Ltd.|Promoters|M.V. Suresh Reddy|30-06-2019|0.080000
164948|Oriental Hotels Ltd.|Promoters|M.V. Suresh Reddy|30-09-2019|0.080000
164948|Oriental Hotels Ltd.|Promoters|M.V. Suresh Reddy|31-12-2019|0.080000
164948|Oriental Hotels Ltd.|Promoters|M.V. Suresh Reddy|31-03-2020|0.080000
164948|Oriental Hotels Ltd.|Promoters|Neetha Reddy .|30-06-2019|0.100000
164948|Oriental Hotels Ltd.|Promoters|Neetha Reddy .|30-09-2019|0.100000
164948|Oriental Hotels Ltd.|Promoters|Neetha Reddy .|31-12-2019|0.100000
164948|Oriental Hotels Ltd.|Promoters|Neetha Reddy .|31-03-2020|0.100000
164948|Oriental Hotels Ltd.|Promoters|P Dwaraknath Reddy|30-06-2019|0.050000
164948|Oriental Hotels Ltd.|Promoters|P Dwaraknath Reddy|30-09-2019|0.050000
164948|Oriental Hotels Ltd.|Promoters|P Dwaraknath Reddy|31-12-2019|0.050000
164948|Oriental Hotels Ltd.|Promoters|P Dwaraknath Reddy|31-03-2020|0.050000
164948|Oriental Hotels Ltd.|Promoters|P Vidya Reddy|30-06-2019|0.190000
164948|Oriental Hotels Ltd.|Promoters|P Vidya Reddy|30-09-2019|0.190000
164948|Oriental Hotels Ltd.|Promoters|P Vidya Reddy|31-12-2019|0.190000
164948|Oriental Hotels Ltd.|Promoters|P Vidya Reddy|31-03-2020|0.190000
164948|Oriental Hotels Ltd.|Promoters|P. Shoba Reddy|30-06-2019|0.640000
164948|Oriental Hotels Ltd.|Promoters|P. Shoba Reddy|30-09-2019|0.640000
164948|Oriental Hotels Ltd.|Promoters|P. Shoba Reddy|31-12-2019|0.640000
164948|Oriental Hotels Ltd.|Promoters|P. Shoba Reddy|31-03-2020|0.640000
164948|Oriental Hotels Ltd.|Promoters|Piem Hotels Limited|30-06-2019|2.160000
164948|Oriental Hotels Ltd.|Promoters|Piem Hotels Limited|30-09-2019|2.160000
164948|Oriental Hotels Ltd.|Promoters|Piem Hotels Limited|31-12-2019|2.160000
164948|Oriental Hotels Ltd.|Promoters|Piem Hotels Limited|31-03-2020|2.160000
164948|Oriental Hotels Ltd.|Promoters|Pramod Ranjan|30-06-2019|8.470000
164948|Oriental Hotels Ltd.|Promoters|Pramod Ranjan|30-09-2019|8.470000
164948|Oriental Hotels Ltd.|Promoters|Pramod Ranjan|31-12-2019|8.470000
164948|Oriental Hotels Ltd.|Promoters|Pramod Ranjan|31-03-2020|8.470000
164948|Oriental Hotels Ltd.|Promoters|Prasad Reddy D V S|30-06-2019|0.090000
164948|Oriental Hotels Ltd.|Promoters|Prasad Reddy D V S|30-09-2019|0.090000
164948|Oriental Hotels Ltd.|Promoters|Prasad Reddy D V S|31-12-2019|0.090000
164948|Oriental Hotels Ltd.|Promoters|Prasad Reddy D V S|31-03-2020|0.090000
164948|Oriental Hotels Ltd.|Promoters|Pravin Ranjan|30-06-2019|0.220000
164948|Oriental Hotels Ltd.|Promoters|Pravin Ranjan|30-09-2019|0.220000
164948|Oriental Hotels Ltd.|Promoters|Pravin Ranjan|31-12-2019|0.220000
164948|Oriental Hotels Ltd.|Promoters|Pravin Ranjan|31-03-2020|0.220000
164948|Oriental Hotels Ltd.|Promoters|Ramesh Daulatram Hariani|30-06-2019|2.260000
164948|Oriental Hotels Ltd.|Promoters|Ramesh Daulatram Hariani|30-09-2019|2.260000
164948|Oriental Hotels Ltd.|Promoters|Ramesh Doulatram Hariani|31-12-2019|2.260000
164948|Oriental Hotels Ltd.|Promoters|Ramesh Doulatram Hariani|31-03-2020|2.260000
164948|Oriental Hotels Ltd.|Promoters|Rohit Reddy D|30-06-2019|1.310000
164948|Oriental Hotels Ltd.|Promoters|Rohit Reddy D|30-09-2019|1.310000
164948|Oriental Hotels Ltd.|Promoters|Rohit Reddy D|31-12-2019|1.310000
164948|Oriental Hotels Ltd.|Promoters|Rohit Reddy D|31-03-2020|1.310000
164948|Oriental Hotels Ltd.|Promoters|Sudhakar Reddy|30-06-2019|0.190000
164948|Oriental Hotels Ltd.|Promoters|Sudhakar Reddy|30-09-2019|0.190000
164948|Oriental Hotels Ltd.|Promoters|Sudhakar Reddy|31-12-2019|0.190000
164948|Oriental Hotels Ltd.|Promoters|Sudhakar Reddy|31-03-2020|0.190000
164948|Oriental Hotels Ltd.|Promoters|Taj Madurai Limited|30-06-2019|0.040000
164948|Oriental Hotels Ltd.|Promoters|Taj Madurai Limited|30-09-2019|0.040000
164948|Oriental Hotels Ltd.|Promoters|Taj Madurai Limited|31-12-2019|0.040000
164948|Oriental Hotels Ltd.|Promoters|Taj Madurai Limited|31-03-2020|0.040000
164948|Oriental Hotels Ltd.|Promoters|Taj Trade And Transport Company Limited|30-06-2019|0.980000
164948|Oriental Hotels Ltd.|Promoters|Taj Trade And Transport Company Limited|30-09-2019|0.980000
164948|Oriental Hotels Ltd.|Promoters|Taj Trade And Transport Company Limited|31-12-2019|0.980000
164948|Oriental Hotels Ltd.|Promoters|Taj Trade And Transport Company Limited|31-03-2020|0.980000
164948|Oriental Hotels Ltd.|Promoters|Tata Chemicals Limited|30-06-2019|1.490000
164948|Oriental Hotels Ltd.|Promoters|Tata Chemicals Limited|30-09-2019|1.490000
164948|Oriental Hotels Ltd.|Promoters|Tata Chemicals Limited|31-12-2019|1.490000
164948|Oriental Hotels Ltd.|Promoters|Tata Chemicals Limited|31-03-2020|1.490000
164948|Oriental Hotels Ltd.|Promoters|Tata Investment Corporation Ltd|30-06-2019|0.630000
164948|Oriental Hotels Ltd.|Promoters|Tata Investment Corporation Ltd|30-09-2019|0.630000
164948|Oriental Hotels Ltd.|Promoters|Tata Investment Corporation Ltd|31-12-2019|0.630000
164948|Oriental Hotels Ltd.|Promoters|Tata Investment Corporation Ltd|31-03-2020|0.630000
164948|Oriental Hotels Ltd.|Promoters|The Indian Hotels Company Limited|30-06-2019|30.219999
164948|Oriental Hotels Ltd.|Promoters|The Indian Hotels Company Limited|30-09-2019|30.219999
164948|Oriental Hotels Ltd.|Promoters|The Indian Hotels Company Limited|31-12-2019|30.219999
164948|Oriental Hotels Ltd.|Promoters|The Indian Hotels Company Limited|31-03-2020|30.219999
192276|Rallis India Ltd.|Non-Promoters|Bod Corp Non Nbfc|31-03-2020|0.000000
192276|Rallis India Ltd.|Non-Promoters|Clearing Members|30-06-2019|0.670000
192276|Rallis India Ltd.|Non-Promoters|Clearing Members|30-09-2019|1.040000
192276|Rallis India Ltd.|Non-Promoters|Clearing Members|31-12-2019|0.910000
192276|Rallis India Ltd.|Non-Promoters|Clearing Members|31-03-2020|0.560000
192276|Rallis India Ltd.|Non-Promoters|Director Or Director'S Relatives|30-06-2019|0.000000
192276|Rallis India Ltd.|Non-Promoters|Director Or Director'S Relatives|30-09-2019|0.000000
192276|Rallis India Ltd.|Non-Promoters|Director Or Director'S Relatives|31-12-2019|0.000000
192276|Rallis India Ltd.|Non-Promoters|Director Or Director'S Relatives|31-03-2020|0.000000
192276|Rallis India Ltd.|Non-Promoters|Franklin India Smaller Companies Fund|30-06-2019|2.150000
192276|Rallis India Ltd.|Non-Promoters|Franklin India Smaller Companies Fund|30-09-2019|2.150000
192276|Rallis India Ltd.|Non-Promoters|Franklin India Smaller Companies Fund|31-12-2019|2.150000
192276|Rallis India Ltd.|Non-Promoters|Franklin India Smaller Companies Fund|31-03-2020|2.150000
192276|Rallis India Ltd.|Non-Promoters|Hdfc Life Insurance Company Limited|30-06-2019|3.860000
192276|Rallis India Ltd.|Non-Promoters|Hdfc Life Insurance Company Limited|30-09-2019|3.230000
192276|Rallis India Ltd.|Non-Promoters|Hdfc Life Insurance Company Limited|31-12-2019|2.840000
192276|Rallis India Ltd.|Non-Promoters|Hdfc Life Insurance Company Limited|31-03-2020|2.660000
192276|Rallis India Ltd.|Non-Promoters|Huf|30-06-2019|0.530000
192276|Rallis India Ltd.|Non-Promoters|Huf|30-09-2019|0.520000
192276|Rallis India Ltd.|Non-Promoters|Huf|31-12-2019|0.530000
192276|Rallis India Ltd.|Non-Promoters|Huf|31-03-2020|0.460000
192276|Rallis India Ltd.|Non-Promoters|Iepf|30-06-2019|0.370000
192276|Rallis India Ltd.|Non-Promoters|Iepf|30-09-2019|0.410000
192276|Rallis India Ltd.|Non-Promoters|Iepf|31-12-2019|0.420000
192276|Rallis India Ltd.|Non-Promoters|Iepf|31-03-2020|0.420000
192276|Rallis India Ltd.|Non-Promoters|Invesco Trustee Private Limited-A/C Invesco India Smallcap Fund|31-03-2020|1.460000
192276|Rallis India Ltd.|Non-Promoters|Non-Resident Indian (Nri)|30-06-2019|0.980000
192276|Rallis India Ltd.|Non-Promoters|Non-Resident Indian (Nri)|30-09-2019|0.950000
192276|Rallis India Ltd.|Non-Promoters|Non-Resident Indian (Nri)|31-12-2019|0.960000
192276|Rallis India Ltd.|Non-Promoters|Non-Resident Indian (Nri)|31-03-2020|0.750000
192276|Rallis India Ltd.|Non-Promoters|Qib- Insurance Companies|30-09-2019|0.040000
192276|Rallis India Ltd.|Non-Promoters|Qib-Insurance Companies|31-12-2019|0.810000
192276|Rallis India Ltd.|Non-Promoters|Qib-Insurance Companies|31-03-2020|0.910000
192276|Rallis India Ltd.|Non-Promoters|Rakesh Radheshyam Jhunjhunwala|30-06-2019|9.250000
192276|Rallis India Ltd.|Non-Promoters|Rakesh Radheshyam Jhunjhunwala|30-09-2019|9.760000
192276|Rallis India Ltd.|Non-Promoters|Rakesh Radheshyam Jhunjhunwala|31-12-2019|9.790000
192276|Rallis India Ltd.|Non-Promoters|Rakesh Radheshyam Jhunjhunwala|31-03-2020|9.930000
192276|Rallis India Ltd.|Non-Promoters|Reliance Capital Trustee Co Ltd-A/C Reliance Capital Builder Fund 4 Sr C|30-09-2019|2.690000
192276|Rallis India Ltd.|Non-Promoters|Reliance Capital Trustee Co Ltd-A/C Reliance Capital Builder Fund 4 Sr C|31-12-2019|2.940000
192276|Rallis India Ltd.|Non-Promoters|Reliance Capital Trustee Co Ltd-A/C Reliance Capital Builder Fund 4 Sr C|31-03-2020|2.900000
192276|Rallis India Ltd.|Non-Promoters|Reliance Capital Trustee Co. Ltd-A/C Reliancesmall Cap Fund|30-06-2019|2.350000
192276|Rallis India Ltd.|Non-Promoters|Sbi Magnum Taxgain Scheme|30-06-2019|3.250000
192276|Rallis India Ltd.|Non-Promoters|Sbi Magnum Taxgain Scheme|30-09-2019|3.250000
192276|Rallis India Ltd.|Non-Promoters|Sbi Magnum Taxgain Scheme|31-12-2019|3.250000
192276|Rallis India Ltd.|Non-Promoters|Sbi Magnum Taxgain Scheme|31-03-2020|3.250000
192276|Rallis India Ltd.|Non-Promoters|Steinberg India Emerging Opportunities Fund Limited|30-06-2019|1.400000
192276|Rallis India Ltd.|Non-Promoters|Steinberg India Emerging Opportunities Fund Limited|30-09-2019|1.580000
192276|Rallis India Ltd.|Non-Promoters|Steinberg India Emerging Opportunities Fund Limited|31-12-2019|1.580000
192276|Rallis India Ltd.|Non-Promoters|Steinberg India Emerging Opportunities Fund Limited|31-03-2020|1.580000
192276|Rallis India Ltd.|Non-Promoters|Tata Mutual Fund|30-09-2019|2.920000
192276|Rallis India Ltd.|Non-Promoters|Tata Mutual Fund (*)|30-06-2019|2.920000
192276|Rallis India Ltd.|Non-Promoters|Tata Mutual Fund (*)|31-12-2019|2.950000
192276|Rallis India Ltd.|Non-Promoters|Tata Mutual Fund (*)|31-03-2020|2.830000
192276|Rallis India Ltd.|Non-Promoters|Trusts|30-06-2019|0.000000
192276|Rallis India Ltd.|Non-Promoters|Trusts|30-09-2019|0.000000
192276|Rallis India Ltd.|Non-Promoters|Trusts|31-12-2019|0.000000
192276|Rallis India Ltd.|Non-Promoters|Trusts|31-03-2020|0.010000
192276|Rallis India Ltd.|Promoters|Ewart Investments Limited|30-06-2019|0.030000
192276|Rallis India Ltd.|Promoters|Ewart Investments Limited|30-09-2019|0.030000
192276|Rallis India Ltd.|Promoters|Ewart Investments Limited|31-12-2019|0.030000
192276|Rallis India Ltd.|Promoters|Ewart Investments Limited|31-03-2020|0.030000
192276|Rallis India Ltd.|Promoters|Tata Chemicals Limited|30-06-2019|50.049999
192276|Rallis India Ltd.|Promoters|Tata Chemicals Limited|30-09-2019|50.049999
192276|Rallis India Ltd.|Promoters|Tata Chemicals Limited|31-12-2019|50.049999
192276|Rallis India Ltd.|Promoters|Tata Chemicals Limited|31-03-2020|50.049999
246345|T R F Ltd.|Non-Promoters|Anand Rathi Share And Stock Brokers|31-03-2020|1.060000
246345|T R F Ltd.|Non-Promoters|Clearing Member|30-06-2019|3.180000
246345|T R F Ltd.|Non-Promoters|Clearing Members|30-09-2019|3.500000
246345|T R F Ltd.|Non-Promoters|Clearing Members|31-03-2020|4.210000
246345|T R F Ltd.|Non-Promoters|Dilipkumar Lakhi|30-06-2019|2.260000
246345|T R F Ltd.|Non-Promoters|Dilipkumar Lakhi|30-09-2019|2.260000
246345|T R F Ltd.|Non-Promoters|Dilipkumar Lakhi|31-12-2019|2.260000
246345|T R F Ltd.|Non-Promoters|Dilipkumar Lakhi|31-03-2020|2.260000
246345|T R F Ltd.|Non-Promoters|Director Or Director'S Relatives|30-06-2019|0.000000
246345|T R F Ltd.|Non-Promoters|Director Or Director'S Relatives|30-09-2019|0.000000
246345|T R F Ltd.|Non-Promoters|Director Or Director'S Relatives|31-12-2019|0.000000
246345|T R F Ltd.|Non-Promoters|Director Or Director'S Relatives|31-03-2020|0.000000
246345|T R F Ltd.|Non-Promoters|Edelweiss Custodial Services Ltd|31-12-2019|1.330000
246345|T R F Ltd.|Non-Promoters|Huf|30-06-2019|2.690000
246345|T R F Ltd.|Non-Promoters|Huf|30-09-2019|2.630000
246345|T R F Ltd.|Non-Promoters|Huf|31-12-2019|2.640000
246345|T R F Ltd.|Non-Promoters|Huf|31-03-2020|2.650000
246345|T R F Ltd.|Non-Promoters|Icici Bank Limited|30-06-2019|1.280000
246345|T R F Ltd.|Non-Promoters|Icici Bank Limited|30-09-2019|1.310000
246345|T R F Ltd.|Non-Promoters|Icici Bank Limited|31-12-2019|1.630000
246345|T R F Ltd.|Non-Promoters|Iepf|30-06-2019|0.900000
246345|T R F Ltd.|Non-Promoters|Iepf|30-09-2019|0.900000
246345|T R F Ltd.|Non-Promoters|Iepf|31-12-2019|1.110000
246345|T R F Ltd.|Non-Promoters|Iepf|31-03-2020|1.110000
246345|T R F Ltd.|Non-Promoters|Litton Systems Inc|30-06-2019|1.970000
246345|T R F Ltd.|Non-Promoters|Litton Systems Inc|30-09-2019|1.970000
246345|T R F Ltd.|Non-Promoters|Litton Systems Inc|31-03-2020|1.970000
246345|T R F Ltd.|Non-Promoters|Litton Systems Ince|31-12-2019|1.970000
246345|T R F Ltd.|Non-Promoters|Nimish C Shah|30-09-2019|1.270000
246345|T R F Ltd.|Non-Promoters|Nimish Chandulal Shah|30-06-2019|1.270000
246345|T R F Ltd.|Non-Promoters|Non-Resident Indian (Nri)|30-06-2019|1.500000
246345|T R F Ltd.|Non-Promoters|Non-Resident Indian (Nri)|30-09-2019|1.520000
246345|T R F Ltd.|Non-Promoters|Non-Resident Indian (Nri)|31-12-2019|1.480000
246345|T R F Ltd.|Non-Promoters|Non-Resident Indian (Nri)|31-03-2020|1.750000
246345|T R F Ltd.|Non-Promoters|O.P.J. Financial Services (P) Limited|31-03-2020|1.090000
246345|T R F Ltd.|Non-Promoters|O.P.J. Financial Services (P) Ltd|30-06-2019|1.090000
246345|T R F Ltd.|Non-Promoters|O.P.J. Financial Services (P) Ltd|31-12-2019|1.090000
246345|T R F Ltd.|Non-Promoters|O.P.J. Financial Services (P) Ltd.|30-09-2019|1.090000
246345|T R F Ltd.|Non-Promoters|Trusts|30-06-2019|0.000000
246345|T R F Ltd.|Non-Promoters|Trusts|30-09-2019|0.000000
246345|T R F Ltd.|Non-Promoters|Trusts|31-12-2019|0.000000
246345|T R F Ltd.|Non-Promoters|Trusts|31-03-2020|0.000000
246345|T R F Ltd.|Promoters|Tata Industries Limited|30-06-2019|0.010000
246345|T R F Ltd.|Promoters|Tata Industries Limited|30-09-2019|0.010000
246345|T R F Ltd.|Promoters|Tata Industries Limited|31-12-2019|0.010000
246345|T R F Ltd.|Promoters|Tata Industries Limited|31-03-2020|0.010000
246345|T R F Ltd.|Promoters|Tata Steel Limited|30-06-2019|34.099998
246345|T R F Ltd.|Promoters|Tata Steel Limited|30-09-2019|34.099998
246345|T R F Ltd.|Promoters|Tata Steel Limited|31-12-2019|34.099998
246345|T R F Ltd.|Promoters|Tata Steel Limited|31-03-2020|34.099998
248083|Tata Chemicals Ltd.|Non-Promoters| Qib Insurance|31-12-2019|0.020000
248083|Tata Chemicals Ltd.|Non-Promoters| Qib Insurance|31-03-2020|0.010000
248083|Tata Chemicals Ltd.|Non-Promoters|Aditya Birla Sun Life Trustee Private Limited A/C Aditya Birla Sun Life Arbitrage Fund|31-12-2019|1.800000
248083|Tata Chemicals Ltd.|Non-Promoters|Aditya Birla Sun Life Trustee Private Limited A/C Aditya Birla Sun Life Arbitrage Fund|31-03-2020|1.090000
248083|Tata Chemicals Ltd.|Non-Promoters|Aditya Birla Sun Life Trustee Private Limited A/C Aditya Birla Sun Life Equity Fund|30-06-2019|2.850000
248083|Tata Chemicals Ltd.|Non-Promoters|Aditya Birla Sun Life Trustee Private Limited A/C Aditya Birla Sun Life Equity Fund|30-09-2019|2.870000
248083|Tata Chemicals Ltd.|Non-Promoters|Bajaj Allianz Life Insurance Company Ltd.|31-03-2020|1.130000
248083|Tata Chemicals Ltd.|Non-Promoters|Baron Emerging Markets Fund|30-06-2019|1.340000
248083|Tata Chemicals Ltd.|Non-Promoters|Clearing Members|30-06-2019|0.390000
248083|Tata Chemicals Ltd.|Non-Promoters|Clearing Members|30-09-2019|0.630000
248083|Tata Chemicals Ltd.|Non-Promoters|Clearing Members|31-12-2019|0.620000
248083|Tata Chemicals Ltd.|Non-Promoters|Clearing Members|31-03-2020|0.600000
248083|Tata Chemicals Ltd.|Non-Promoters|Director Or Director'S Relatives|30-06-2019|0.000000
248083|Tata Chemicals Ltd.|Non-Promoters|Director Or Director'S Relatives|30-09-2019|0.000000
248083|Tata Chemicals Ltd.|Non-Promoters|Director Or Director'S Relatives|31-12-2019|0.000000
248083|Tata Chemicals Ltd.|Non-Promoters|Director Or Director'S Relatives|31-03-2020|0.000000
248083|Tata Chemicals Ltd.|Non-Promoters|Foreign Nationals|30-06-2019|0.000000
248083|Tata Chemicals Ltd.|Non-Promoters|Foreign Nationas|31-12-2019|0.000000
248083|Tata Chemicals Ltd.|Non-Promoters|Foreign Nationas|31-03-2020|0.000000
248083|Tata Chemicals Ltd.|Non-Promoters|Franklin India Equity Advantage Fund|31-12-2019|1.900000
248083|Tata Chemicals Ltd.|Non-Promoters|Franklin India Equity Advantage Fund|31-03-2020|1.850000
248083|Tata Chemicals Ltd.|Non-Promoters|Franklin Templeton Investment Funds|30-06-2019|1.590000
248083|Tata Chemicals Ltd.|Non-Promoters|Franklin Templeton Investment Funds|30-09-2019|1.590000
248083|Tata Chemicals Ltd.|Non-Promoters|Franklin Templeton Investment Funds|31-12-2019|1.590000
248083|Tata Chemicals Ltd.|Non-Promoters|Franklin Templeton Investment Funds|31-03-2020|1.510000
248083|Tata Chemicals Ltd.|Non-Promoters|Franklin Templeton Mutual Fund A/C Franklin India Equity Advantage Fund|30-06-2019|1.490000
248083|Tata Chemicals Ltd.|Non-Promoters|Franklin Templeton Mutual Fund A/C Franklin India Equity Advantage Fund|30-09-2019|1.740000
248083|Tata Chemicals Ltd.|Non-Promoters|General Insurance Corporation Of India|30-06-2019|1.260000
248083|Tata Chemicals Ltd.|Non-Promoters|General Insurance Corporation Of India|30-09-2019|1.260000
248083|Tata Chemicals Ltd.|Non-Promoters|General Insurance Corporation Of India|31-12-2019|1.140000
248083|Tata Chemicals Ltd.|Non-Promoters|General Insurance Corporation Of India|31-03-2020|1.100000
248083|Tata Chemicals Ltd.|Non-Promoters|Hdfc Trustee Company Limited-Hdfc Equity Fund|30-06-2019|8.940000
248083|Tata Chemicals Ltd.|Non-Promoters|Hdfc Trustee Company Limited-Hdfc Equity Fund|30-09-2019|7.440000
248083|Tata Chemicals Ltd.|Non-Promoters|Hdfc Trustee Company Ltd A/C Hdfc Arbitrage Fund|31-12-2019|7.080000
248083|Tata Chemicals Ltd.|Non-Promoters|Hdfc Trustee Company Ltd A/C Hdfc Arbitrage Fund|31-03-2020|4.320000
248083|Tata Chemicals Ltd.|Non-Promoters|Huf|30-06-2019|0.500000
248083|Tata Chemicals Ltd.|Non-Promoters|Huf|30-09-2019|0.510000
248083|Tata Chemicals Ltd.|Non-Promoters|Huf|31-12-2019|0.500000
248083|Tata Chemicals Ltd.|Non-Promoters|Huf|31-03-2020|0.570000
248083|Tata Chemicals Ltd.|Non-Promoters|Icici Prudential Balanced Advantage Fund|30-06-2019|5.280000
248083|Tata Chemicals Ltd.|Non-Promoters|Icici Prudential Balanced Advantage Fund|30-09-2019|7.270000
248083|Tata Chemicals Ltd.|Non-Promoters|Icici Prudential Balanced Advantage Fund|31-12-2019|7.340000
248083|Tata Chemicals Ltd.|Non-Promoters|Icici Prudential Balanced Advantage Fund|31-03-2020|6.310000
248083|Tata Chemicals Ltd.|Non-Promoters|Icici Prudential Life Insurance Company Limited|30-06-2019|2.460000
248083|Tata Chemicals Ltd.|Non-Promoters|Icici Prudential Life Insurance Company Limited|30-09-2019|2.300000
