Output source file name: T725
||||Date|(%)
Company Code|Company Name|Equity Owner Type|Equity Owner Name|Holding Date|Percent Shares
251664|Titan Company Ltd.|Non-Promoters|Director Or Director'S Relatives|31-03-2020|0.030000
251664|Titan Company Ltd.|Non-Promoters|Huf|30-06-2019|0.120000
251664|Titan Company Ltd.|Non-Promoters|Huf|30-09-2019|0.120000
251664|Titan Company Ltd.|Non-Promoters|Huf|31-12-2019|0.120000
251664|Titan Company Ltd.|Non-Promoters|Huf|31-03-2020|0.120000
251664|Titan Company Ltd.|Non-Promoters|Iepf|30-06-2019|0.360000
251664|Titan Company Ltd.|Non-Promoters|Iepf|30-09-2019|0.360000
251664|Titan Company Ltd.|Non-Promoters|Iepf|31-12-2019|0.390000
251664|Titan Company Ltd.|Non-Promoters|Iepf|31-03-2020|0.390000
251664|Titan Company Ltd.|Non-Promoters|Jhunjhunwala Rakesh Radheshyam|30-06-2019|5.750000
251664|Titan Company Ltd.|Non-Promoters|Jhunjhunwala Rakesh Radheshyam|30-09-2019|5.100000
251664|Titan Company Ltd.|Non-Promoters|Jhunjhunwala Rakesh Radheshyam|31-12-2019|5.270000
251664|Titan Company Ltd.|Non-Promoters|Jhunjhunwala Rakesh Radheshyam|31-03-2020|4.430000
251664|Titan Company Ltd.|Non-Promoters|Jhunjhunwala Rekha Rakesh|30-06-2019|1.300000
251664|Titan Company Ltd.|Non-Promoters|Jhunjhunwala Rekha Rakesh|30-09-2019|1.410000
251664|Titan Company Ltd.|Non-Promoters|Jhunjhunwala Rekha Rakesh|31-12-2019|1.420000
251664|Titan Company Ltd.|Non-Promoters|Jhunjhunwala Rekha Rakesh|31-03-2020|1.100000
251664|Titan Company Ltd.|Non-Promoters|Lic Of India|30-09-2019|1.080000
251664|Titan Company Ltd.|Non-Promoters|Lic Of India|31-12-2019|1.640000
251664|Titan Company Ltd.|Non-Promoters|Lic Of India|31-03-2020|2.270000
251664|Titan Company Ltd.|Non-Promoters|Matthews Pacific Tiger Fund|30-06-2019|1.010000
251664|Titan Company Ltd.|Non-Promoters|Matthews Pacific Tiger Fund|30-09-2019|1.010000
251664|Titan Company Ltd.|Non-Promoters|Matthews Pacific Tiger Fund|31-12-2019|1.010000
251664|Titan Company Ltd.|Non-Promoters|Matthews Pacific Tiger Fund|31-03-2020|1.010000
251664|Titan Company Ltd.|Non-Promoters|Non-Resident Indian (Nri)|30-06-2019|0.630000
251664|Titan Company Ltd.|Non-Promoters|Non-Resident Indian (Nri)|30-09-2019|0.650000
251664|Titan Company Ltd.|Non-Promoters|Non-Resident Indian (Nri)|31-12-2019|0.650000
251664|Titan Company Ltd.|Non-Promoters|Non-Resident Indian (Nri)|31-03-2020|0.670000
251664|Titan Company Ltd.|Non-Promoters|Sbi - Etf Quality|31-03-2020|1.090000
251664|Titan Company Ltd.|Non-Promoters|Trusts|30-06-2019|0.060000
251664|Titan Company Ltd.|Non-Promoters|Trusts|30-09-2019|0.080000
251664|Titan Company Ltd.|Non-Promoters|Trusts|31-12-2019|0.080000
251664|Titan Company Ltd.|Non-Promoters|Trusts|31-03-2020|0.190000
251664|Titan Company Ltd.|Promoters|Ewart Investments Limited|30-06-2019|0.550000
251664|Titan Company Ltd.|Promoters|Ewart Investments Limited|30-09-2019|0.550000
251664|Titan Company Ltd.|Promoters|Ewart Investments Limited|31-12-2019|0.550000
251664|Titan Company Ltd.|Promoters|Ewart Investments Limited|31-03-2020|0.550000
251664|Titan Company Ltd.|Promoters|Piem Hotels Limited|30-06-2019|0.050000
251664|Titan Company Ltd.|Promoters|Piem Hotels Limited|30-09-2019|0.050000
251664|Titan Company Ltd.|Promoters|Piem Hotels Limited|31-12-2019|0.050000
251664|Titan Company Ltd.|Promoters|Piem Hotels Limited|31-03-2020|0.050000
251664|Titan Company Ltd.|Promoters|Tamilnadu Industrial Development Corporation Limited|31-12-2019|27.879999
251664|Titan Company Ltd.|Promoters|Tamilnadu Industrial Development Corporation Ltd|30-09-2019|27.879999
251664|Titan Company Ltd.|Promoters|Tamilnadu Industrial Development Corporation Ltd|31-03-2020|27.879999
251664|Titan Company Ltd.|Promoters|Tamilnadu Industrial Development Ncorporation Ltd|30-06-2019|27.879999
251664|Titan Company Ltd.|Promoters|Tata Chemicals Limited|30-06-2019|1.550000
251664|Titan Company Ltd.|Promoters|Tata Chemicals Limited|30-09-2019|1.550000
251664|Titan Company Ltd.|Promoters|Tata Chemicals Limited|31-12-2019|1.550000
251664|Titan Company Ltd.|Promoters|Tata Chemicals Limited|31-03-2020|1.550000
251664|Titan Company Ltd.|Promoters|Tata Investment Corporation Limited|31-12-2019|2.010000
251664|Titan Company Ltd.|Promoters|Tata Investment Corporation Ltd|30-06-2019|2.010000
251664|Titan Company Ltd.|Promoters|Tata Investment Corporation Ltd|30-09-2019|2.010000
251664|Titan Company Ltd.|Promoters|Tata Investment Corporation Ltd|31-03-2020|2.010000
251664|Titan Company Ltd.|Promoters|Tata Sons Private Limited|30-06-2019|20.840000
251664|Titan Company Ltd.|Promoters|Tata Sons Private Limited|30-09-2019|20.840000
251664|Titan Company Ltd.|Promoters|Tata Sons Private Limited|31-12-2019|20.840000
251664|Titan Company Ltd.|Promoters|Tata Sons Private Limited|31-03-2020|20.840000
253375|Trent Ltd.|Locked-In Shares|Tata Sons Private Limited|30-06-2019|85.040001
253375|Trent Ltd.|Locked-In Shares|Tata Sons Private Limited|30-09-2019|87.669998
253375|Trent Ltd.|Locked-In Shares|Tata Sons Private Limited|31-12-2019|87.669998
253375|Trent Ltd.|Locked-In Shares|Tata Sons Private Limited|31-03-2020|17.610001
253375|Trent Ltd.|Non-Promoters|Abu Dhabi Investment Authority - Behave|30-09-2019|1.000000
253375|Trent Ltd.|Non-Promoters|Abu Dhabi Investment Authority - Behave|31-12-2019|1.000000
253375|Trent Ltd.|Non-Promoters|Abu Dhabi Investment Authority - Behave|31-03-2020|1.020000
253375|Trent Ltd.|Non-Promoters|Amansa Holdings Private Limited|30-06-2019|2.630000
253375|Trent Ltd.|Non-Promoters|Amansa Holdings Private Limited|30-09-2019|2.460000
253375|Trent Ltd.|Non-Promoters|Amansa Holdings Private Limited|31-12-2019|2.460000
253375|Trent Ltd.|Non-Promoters|Amansa Holdings Private Limited|31-03-2020|2.470000
253375|Trent Ltd.|Non-Promoters|Arisaig India Fund Limited|30-06-2019|8.110000
253375|Trent Ltd.|Non-Promoters|Arisaig India Fund Limited|30-09-2019|7.580000
253375|Trent Ltd.|Non-Promoters|Arisaig India Fund Limited|31-12-2019|7.580000
253375|Trent Ltd.|Non-Promoters|Arisaig India Fund Limited|31-03-2020|7.560000
253375|Trent Ltd.|Non-Promoters|Clearing Members|30-06-2019|0.370000
253375|Trent Ltd.|Non-Promoters|Clearing Members|30-09-2019|0.320000
253375|Trent Ltd.|Non-Promoters|Clearing Members|31-12-2019|0.300000
253375|Trent Ltd.|Non-Promoters|Clearing Members|31-03-2020|0.400000
253375|Trent Ltd.|Non-Promoters|Derive Trading And Resorts Private Limited|30-06-2019|2.740000
253375|Trent Ltd.|Non-Promoters|Derive Trading And Resorts Private Limited|30-09-2019|2.560000
253375|Trent Ltd.|Non-Promoters|Derive Trading And Resorts Private Limited|31-12-2019|2.560000
253375|Trent Ltd.|Non-Promoters|Derive Trading And Resorts Private Limited|31-03-2020|2.560000
253375|Trent Ltd.|Non-Promoters|Director Or Director'S Relatives|30-06-2019|0.280000
253375|Trent Ltd.|Non-Promoters|Director Or Director'S Relatives|30-09-2019|0.260000
253375|Trent Ltd.|Non-Promoters|Director Or Director'S Relatives|31-12-2019|0.260000
253375|Trent Ltd.|Non-Promoters|Director Or Director'S Relatives|31-03-2020|0.260000
253375|Trent Ltd.|Non-Promoters|Dodona Holdings Limited|30-06-2019|5.000000
253375|Trent Ltd.|Non-Promoters|Dodona Holdings Limited|30-09-2019|4.620000
253375|Trent Ltd.|Non-Promoters|Dodona Holdings Limited|31-12-2019|4.520000
253375|Trent Ltd.|Non-Promoters|Dodona Holdings Limited|31-03-2020|4.520000
253375|Trent Ltd.|Non-Promoters|Foreign Nationals|30-06-2019|0.000000
253375|Trent Ltd.|Non-Promoters|Foreign Nationals|30-09-2019|0.000000
253375|Trent Ltd.|Non-Promoters|Foreign Nationals|31-12-2019|0.000000
253375|Trent Ltd.|Non-Promoters|Foreign Nationals|31-03-2020|0.000000
253375|Trent Ltd.|Non-Promoters|Franklin Templeton Investment Funds|30-06-2019|2.070000
253375|Trent Ltd.|Non-Promoters|Franklin Templeton Investment Funds|30-09-2019|1.150000
253375|Trent Ltd.|Non-Promoters|Franklin Templeton Investment Funds|31-12-2019|1.060000
253375|Trent Ltd.|Non-Promoters|Hdfc Life Insurance Company Limited|30-06-2019|1.000000
253375|Trent Ltd.|Non-Promoters|Hdfc Trustee Company Limited - A/C Hdfc Mid Capopportunities Fund|30-06-2019|4.270000
253375|Trent Ltd.|Non-Promoters|Hdfc Trustee Company Limited - A/C Hdfc Mid Capopportunities Fund|30-09-2019|3.990000
253375|Trent Ltd.|Non-Promoters|Hdfc Trustee Company Limited - A/C Hdfc Mid Capopportunities Fund|31-12-2019|4.020000
253375|Trent Ltd.|Non-Promoters|Hdfc Trustee Company Ltd - A/C Hdfc Mid - Capopportunities Fund|31-03-2020|3.660000
253375|Trent Ltd.|Non-Promoters|Huf|30-06-2019|0.350000
253375|Trent Ltd.|Non-Promoters|Huf|30-09-2019|0.340000
253375|Trent Ltd.|Non-Promoters|Huf|31-12-2019|0.340000
253375|Trent Ltd.|Non-Promoters|Huf|31-03-2020|0.330000
253375|Trent Ltd.|Non-Promoters|Iepf|30-06-2019|0.240000
253375|Trent Ltd.|Non-Promoters|Iepf|30-09-2019|0.230000
253375|Trent Ltd.|Non-Promoters|Iepf|31-12-2019|0.250000
253375|Trent Ltd.|Non-Promoters|Iepf|31-03-2020|0.250000
253375|Trent Ltd.|Non-Promoters|Jaguar Services Pvt Ltd|30-06-2019|1.050000
253375|Trent Ltd.|Non-Promoters|L And T Mutual Fund Trustee Limited - L And T Conservative Hybrid Fund|31-03-2020|1.800000
253375|Trent Ltd.|Non-Promoters|L And T Mutual Fund Trustee Ltd-L And T Conservative Hybrid Fund|30-06-2019|1.740000
253375|Trent Ltd.|Non-Promoters|L And T Mutual Fund Trustee Ltd-L And T Conservative Hybrid Fund|30-09-2019|1.700000
253375|Trent Ltd.|Non-Promoters|L And T Mutual Fund Trustee Ltd-L And T Conservative Hybrid Fund|31-12-2019|1.760000
253375|Trent Ltd.|Non-Promoters|Llp|30-09-2019|0.100000
253375|Trent Ltd.|Non-Promoters|Non-Resident Indian (Nri)|30-06-2019|0.590000
253375|Trent Ltd.|Non-Promoters|Non-Resident Indian (Nri)|30-09-2019|0.580000
253375|Trent Ltd.|Non-Promoters|Non-Resident Indian (Nri)|31-12-2019|0.610000
253375|Trent Ltd.|Non-Promoters|Non-Resident Indian (Nri)|31-03-2020|0.610000
253375|Trent Ltd.|Non-Promoters|Prazim Trading And Investment Co. Pvt. Ltd.|30-06-2019|2.740000
253375|Trent Ltd.|Non-Promoters|Prazim Trading And Investment Co. Pvt. Ltd.|30-09-2019|2.560000
253375|Trent Ltd.|Non-Promoters|Prazim Trading And Investment Co. Pvt. Ltd.|31-12-2019|2.560000
253375|Trent Ltd.|Non-Promoters|Prazim Trading And Investment Co. Pvt. Ltd.|31-03-2020|2.480000
253375|Trent Ltd.|Non-Promoters|Qib Insurance - Insurance Company Registered With Irda|31-12-2019|0.000000
253375|Trent Ltd.|Non-Promoters|Qib Insurance - Insurance Company Registered With Irda|31-03-2020|0.170000
253375|Trent Ltd.|Non-Promoters|Reliance Capital Trustee Co Ltd-A/C Nippon India Consumption Fund|31-03-2020|1.440000
253375|Trent Ltd.|Non-Promoters|Reliance Capital Trustee Co. Ltd A/C Reliance Etf Nifty Midcap 150 Etf|30-06-2019|1.700000
253375|Trent Ltd.|Non-Promoters|Reliance Capital Trustee Co. Ltd A/C Reliance Etf Nifty Midcap 150 Etf|30-09-2019|1.540000
253375|Trent Ltd.|Non-Promoters|Reliance Capital Trustee Co. Ltd A/C Reliance Etf Nifty Midcap 150 Etf|31-12-2019|1.560000
253375|Trent Ltd.|Non-Promoters|Sbi Life Insurance Co. Ltd|30-06-2019|1.700000
253375|Trent Ltd.|Non-Promoters|Sbi Life Insurance Co. Ltd|30-09-2019|1.490000
253375|Trent Ltd.|Non-Promoters|Sbi Life Insurance Co. Ltd|31-12-2019|1.480000
253375|Trent Ltd.|Non-Promoters|Sbi Life Insurance Co. Ltd|31-03-2020|1.410000
253375|Trent Ltd.|Non-Promoters|Sundaram Mutual Fund A/C Sundaram Balanced Advantage Fund|31-03-2020|1.830000
253375|Trent Ltd.|Non-Promoters|Sundaram Mutual Fund A/C Sundaram Debt Oriented Hybrid Fund|30-09-2019|2.120000
253375|Trent Ltd.|Non-Promoters|Sundaram Mutual Fund A/C Sundaram Debt Oriented Hybrid Fund|31-12-2019|1.950000
253375|Trent Ltd.|Non-Promoters|Sundaram Mutual Fund A/C Sundaram Equity Hybrid Fund|30-06-2019|2.490000
253375|Trent Ltd.|Non-Promoters|Trusts|30-06-2019|0.160000
253375|Trent Ltd.|Non-Promoters|Trusts|30-09-2019|0.000000
253375|Trent Ltd.|Non-Promoters|Trusts|31-12-2019|0.010000
253375|Trent Ltd.|Non-Promoters|Trusts|31-03-2020|0.000000
253375|Trent Ltd.|Promoters|Ewart Investments Limited|30-06-2019|0.300000
253375|Trent Ltd.|Promoters|Ewart Investments Limited|30-09-2019|0.280000
253375|Trent Ltd.|Promoters|Ewart Investments Limited|31-12-2019|0.280000
253375|Trent Ltd.|Promoters|Ewart Investments Limited|31-03-2020|0.280000
253375|Trent Ltd.|Promoters|Tata Investment Corporation Limited|30-06-2019|4.570000
253375|Trent Ltd.|Promoters|Tata Investment Corporation Limited|30-09-2019|4.270000
253375|Trent Ltd.|Promoters|Tata Investment Corporation Limited|31-12-2019|4.270000
253375|Trent Ltd.|Promoters|Tata Investment Corporation Limited|31-03-2020|4.270000
253375|Trent Ltd.|Promoters|Tata Sons Private Limited|30-06-2019|27.730000
253375|Trent Ltd.|Promoters|Tata Sons Private Limited|30-09-2019|32.439999
253375|Trent Ltd.|Promoters|Tata Sons Private Limited|31-12-2019|32.439999
253375|Trent Ltd.|Promoters|Tata Sons Private Limited|31-03-2020|32.439999
253375|Trent Ltd.|Promoters|Titan Company Limited|30-06-2019|0.000000
253375|Trent Ltd.|Promoters|Titan Company Limited|30-09-2019|0.000000
253375|Trent Ltd.|Promoters|Titan Company Limited|31-12-2019|0.000000
253375|Trent Ltd.|Promoters|Titan Company Limited|31-03-2020|0.000000
269920|Voltas Ltd.|Non-Promoters|Aditya Birla Sun Life Trustee Company Private Limited|30-06-2019|2.120000
269920|Voltas Ltd.|Non-Promoters|Aditya Birla Sun Life Trustee Company Private Limited|30-09-2019|1.830000
269920|Voltas Ltd.|Non-Promoters|Aditya Birla Sunlife Trustee Company Private Limited|31-12-2019|1.720000
269920|Voltas Ltd.|Non-Promoters|Aditya Birla Sunlife Trustee Company Private Limited|31-03-2020|1.760000
269920|Voltas Ltd.|Non-Promoters|Axis Mutual Fund|31-12-2019|1.090000
269920|Voltas Ltd.|Non-Promoters|Axis Mutual Fund|31-03-2020|1.320000
269920|Voltas Ltd.|Non-Promoters|Canara Robeco Mutual Fund|31-03-2020|1.010000
269920|Voltas Ltd.|Non-Promoters|Clearing Members|30-06-2019|0.410000
269920|Voltas Ltd.|Non-Promoters|Clearing Members|30-09-2019|0.510000
269920|Voltas Ltd.|Non-Promoters|Clearing Members|31-12-2019|0.490000
269920|Voltas Ltd.|Non-Promoters|Clearing Members|31-03-2020|0.240000
269920|Voltas Ltd.|Non-Promoters|Director Or Director'S Relatives|30-06-2019|0.000000
269920|Voltas Ltd.|Non-Promoters|Director Or Director'S Relatives|30-09-2019|0.000000
269920|Voltas Ltd.|Non-Promoters|Director Or Director'S Relatives|31-12-2019|0.000000
269920|Voltas Ltd.|Non-Promoters|Director Or Director'S Relatives|31-03-2020|0.000000
269920|Voltas Ltd.|Non-Promoters|Dsp Blackrock Mutual Fund|30-06-2019|1.180000
269920|Voltas Ltd.|Non-Promoters|Dsp Mutual Fund|30-09-2019|1.850000
269920|Voltas Ltd.|Non-Promoters|Dsp Mutual Fund|31-12-2019|1.750000
269920|Voltas Ltd.|Non-Promoters|Dsp Mutual Fund|31-03-2020|1.970000
269920|Voltas Ltd.|Non-Promoters|Foreign Nationals|30-06-2019|0.000000
269920|Voltas Ltd.|Non-Promoters|Foreign Nationals|30-09-2019|0.000000
269920|Voltas Ltd.|Non-Promoters|Foreign Nationals|31-12-2019|0.000000
269920|Voltas Ltd.|Non-Promoters|Foreign Nationals|31-03-2020|0.000000
269920|Voltas Ltd.|Non-Promoters|Franklin Tempelton Mutual Fund|31-12-2019|2.930000
269920|Voltas Ltd.|Non-Promoters|Franklin Tempelton Mutual Fund|31-03-2020|2.940000
269920|Voltas Ltd.|Non-Promoters|Franklin Templeton Mutual Fund|30-06-2019|3.570000
269920|Voltas Ltd.|Non-Promoters|Franklin Templeton Mutual Fund|30-09-2019|3.000000
269920|Voltas Ltd.|Non-Promoters|Hdfc Life Insurance Company Limited|30-06-2019|2.070000
269920|Voltas Ltd.|Non-Promoters|Hdfc Life Insurance Company Limited|30-09-2019|2.510000
269920|Voltas Ltd.|Non-Promoters|Hdfc Life Insurance Company Limited|31-12-2019|2.530000
269920|Voltas Ltd.|Non-Promoters|Hdfc Life Insurance Company Limited|31-03-2020|2.720000
269920|Voltas Ltd.|Non-Promoters|Hdfc Mutual Fund|30-06-2019|4.830000
269920|Voltas Ltd.|Non-Promoters|Hdfc Mutual Fund|30-09-2019|4.830000
269920|Voltas Ltd.|Non-Promoters|Hdfc Mutual Fund|31-12-2019|3.450000
269920|Voltas Ltd.|Non-Promoters|Hdfc Mutual Fund|31-03-2020|3.420000
269920|Voltas Ltd.|Non-Promoters|Icici Mutual Fund|30-09-2019|1.470000
269920|Voltas Ltd.|Non-Promoters|Icici Mutual Fund|31-12-2019|1.460000
269920|Voltas Ltd.|Non-Promoters|Icici Mutual Fund|31-03-2020|2.150000
269920|Voltas Ltd.|Non-Promoters|Icici Prudential Mutual Fund|30-06-2019|1.480000
269920|Voltas Ltd.|Non-Promoters|Idfc Mutual Fund|30-06-2019|1.540000
269920|Voltas Ltd.|Non-Promoters|Idfc Mutual Fund|30-09-2019|1.490000
269920|Voltas Ltd.|Non-Promoters|Idfc Mutual Fund|31-12-2019|1.660000
269920|Voltas Ltd.|Non-Promoters|Idfc Prudential Mutual Fund|31-03-2020|1.620000
269920|Voltas Ltd.|Non-Promoters|Iepf|30-06-2019|0.540000
269920|Voltas Ltd.|Non-Promoters|Iepf|30-09-2019|0.540000
269920|Voltas Ltd.|Non-Promoters|Iepf|31-12-2019|0.620000
269920|Voltas Ltd.|Non-Promoters|Iepf|31-03-2020|0.610000
269920|Voltas Ltd.|Non-Promoters|Life Insurance Corporation Of India|30-06-2019|4.990000
269920|Voltas Ltd.|Non-Promoters|Life Insurance Corporation Of India|30-09-2019|5.410000
269920|Voltas Ltd.|Non-Promoters|Life Insurance Corporation Of India|31-12-2019|5.170000
269920|Voltas Ltd.|Non-Promoters|Life Insurance Corporation Of India|31-03-2020|4.560000
269920|Voltas Ltd.|Non-Promoters|Mirae Asset Mutual Fund|30-06-2019|2.590000
269920|Voltas Ltd.|Non-Promoters|Mirae Asset Mutual Fund|30-09-2019|2.810000
269920|Voltas Ltd.|Non-Promoters|Mirae Asset Mutual Fund|31-12-2019|3.590000
269920|Voltas Ltd.|Non-Promoters|Mirae Asset Mutual Fund|31-03-2020|3.560000
269920|Voltas Ltd.|Non-Promoters|Non-Resident Indian (Nri)|30-06-2019|0.840000
269920|Voltas Ltd.|Non-Promoters|Non-Resident Indian (Nri)|30-09-2019|0.870000
269920|Voltas Ltd.|Non-Promoters|Non-Resident Indian (Nri)|31-12-2019|0.880000
269920|Voltas Ltd.|Non-Promoters|Non-Resident Indian (Nri)|31-03-2020|0.890000
269920|Voltas Ltd.|Non-Promoters|Prazim Trading And Investment Company Private Limited|30-06-2019|1.060000
269920|Voltas Ltd.|Non-Promoters|Prazim Trading And Investment Company Private Limited|30-09-2019|1.060000
269920|Voltas Ltd.|Non-Promoters|Prazim Trading Investment Company Private Limited|31-12-2019|1.060000
269920|Voltas Ltd.|Non-Promoters|Prazim Trading Investment Company Private Limited|31-03-2020|1.060000
269920|Voltas Ltd.|Non-Promoters|Reliance Mutual Fund|30-09-2019|1.440000
269920|Voltas Ltd.|Non-Promoters|Tata Mutual Fund|30-06-2019|1.390000
269920|Voltas Ltd.|Non-Promoters|Tata Mutual Fund|30-09-2019|1.600000
269920|Voltas Ltd.|Non-Promoters|Tata Mutual Fund|31-12-2019|1.580000
269920|Voltas Ltd.|Non-Promoters|Tata Mutual Fund|31-03-2020|1.820000
269920|Voltas Ltd.|Non-Promoters|Trusts|30-06-2019|1.010000
269920|Voltas Ltd.|Non-Promoters|Trusts|30-09-2019|1.060000
269920|Voltas Ltd.|Non-Promoters|Trusts|31-12-2019|1.110000
269920|Voltas Ltd.|Non-Promoters|Trusts|31-03-2020|1.030000
269920|Voltas Ltd.|Promoters|Ewart Investments Limited|30-06-2019|0.580000
269920|Voltas Ltd.|Promoters|Ewart Investments Limited|30-09-2019|0.580000
269920|Voltas Ltd.|Promoters|Ewart Investments Limited|31-12-2019|0.580000
269920|Voltas Ltd.|Promoters|Ewart Investments Limited|31-03-2020|0.580000
269920|Voltas Ltd.|Promoters|Tata Investment Corporation Limited|30-06-2019|3.010000
269920|Voltas Ltd.|Promoters|Tata Investment Corporation Limited|30-09-2019|3.010000
269920|Voltas Ltd.|Promoters|Tata Investment Corporation Limited|31-12-2019|3.010000
269920|Voltas Ltd.|Promoters|Tata Investment Corporation Ltd|31-03-2020|3.010000
269920|Voltas Ltd.|Promoters|Tata Sons Private Limited|30-06-2019|26.629999
269920|Voltas Ltd.|Promoters|Tata Sons Private Limited|30-09-2019|26.629999
269920|Voltas Ltd.|Promoters|Tata Sons Private Limited|31-12-2019|26.629999
269920|Voltas Ltd.|Promoters|Tata Sons Private Limited|31-03-2020|26.629999
269920|Voltas Ltd.|Promoters|The Tata Power Company Limited|30-06-2019|0.070000
269920|Voltas Ltd.|Promoters|The Tata Power Company Limited|30-09-2019|0.070000
269920|Voltas Ltd.|Promoters|The Tata Power Company Limited|31-12-2019|0.070000
269920|Voltas Ltd.|Promoters|The Tata Power Company Limited|31-03-2020|0.070000
